car_number,start,finish,lap,lap_time,lap_speed,running_position
5,4,1,1,76.753,114.914,4
5,4,1,2,73.503,119.995,3
5,4,1,3,73.377,120.201,3
5,4,1,4,73.26,120.393,3
5,4,1,5,73.502,119.997,3
5,4,1,6,73.681,119.705,3
5,4,1,7,74.546,118.316,3
5,4,1,8,74.067,119.081,3
5,4,1,9,74.446,118.475,3
5,4,1,10,74.904,117.751,2
5,4,1,11,173.885,50.723,2
5,4,1,12,207.772,42.45,2
5,4,1,13,75.01,117.584,2
5,4,1,14,73.483,120.028,2
5,4,1,15,73.861,119.413,2
5,4,1,16,73.972,119.234,2
5,4,1,17,74.322,118.673,2
5,4,1,18,74.225,118.828,2
5,4,1,19,74.548,118.313,2
5,4,1,20,74.328,118.663,2
5,4,1,21,199.244,44.267,1
5,4,1,22,221.905,39.747,19
5,4,1,23,78.832,111.883,16
5,4,1,24,74.901,117.755,15
5,4,1,25,91.789,96.09,13
5,4,1,26,201.591,43.752,13
5,4,1,27,204.283,43.175,13
5,4,1,28,77.364,114.007,12
5,4,1,29,74.305,118.7,11
5,4,1,30,74.679,118.105,10
5,4,1,31,74.856,117.826,9
5,4,1,32,74.267,118.761,8
5,4,1,33,73.927,119.307,7
5,4,1,34,74.265,118.764,7
5,4,1,35,73.787,119.533,7
5,4,1,36,74.215,118.844,7
5,4,1,37,74.703,118.068,6
5,4,1,38,74.096,119.035,6
5,4,1,39,74.759,117.979,5
5,4,1,40,74.706,118.063,4
5,4,1,41,140.607,62.728,4
5,4,1,42,197.983,44.549,4
5,4,1,43,210.07,41.986,4
5,4,1,44,75.697,116.517,3
5,4,1,45,73.018,120.792,3
5,4,1,46,73.696,119.681,3
5,4,1,47,74.049,119.11,3
5,4,1,48,74.731,118.023,3
5,4,1,49,74.081,119.059,3
5,4,1,50,74.23,118.82,3
5,4,1,51,74.28,118.74,3
5,4,1,52,74.513,118.369,3
5,4,1,53,74.813,117.894,3
5,4,1,54,74.942,117.691,3
5,4,1,55,75.873,116.247,2
5,4,1,56,74.689,118.09,2
5,4,1,57,85.026,103.733,3
5,4,1,58,100.948,87.372,13
5,4,1,59,73.561,119.9,10
5,4,1,60,74.242,118.801,7
5,4,1,61,73.614,119.814,6
5,4,1,62,74.021,119.155,5
5,4,1,63,75.281,117.161,2
5,4,1,64,73.887,119.371,2
5,4,1,65,74.017,119.162,1
5,4,1,66,74.494,118.399,1
5,4,1,67,74.374,118.59,1
5,4,1,68,74.031,119.139,1
5,4,1,69,74.534,118.335,1
5,4,1,70,74.794,117.924,1
5,4,1,71,74.293,118.719,1
5,4,1,72,74.534,118.335,1
5,4,1,73,74.728,118.028,1
5,4,1,74,74.929,117.711,1
5,4,1,75,75.171,117.332,1
5,4,1,76,74.562,118.291,1
5,4,1,77,74.859,117.822,1
5,4,1,78,74.555,118.302,1
5,4,1,79,74.78,117.946,1
5,4,1,80,74.976,117.638,1
5,4,1,81,75.095,117.451,1
5,4,1,82,74.822,117.88,1
5,4,1,83,74.86,117.82,1
5,4,1,84,75.089,117.461,1
5,4,1,85,75.232,117.237,1
5,4,1,86,75.301,117.13,1
5,4,1,87,76.344,115.53,1
5,4,1,88,76.595,115.151,1
5,4,1,89,75.195,117.295,1
5,4,1,90,76.638,115.087,1
9,11,2,1,80.43,109.661,28
9,11,2,2,76.709,114.98,27
9,11,2,3,74.713,118.052,25
9,11,2,4,74.433,118.496,24
9,11,2,5,74.466,118.443,23
9,11,2,6,74.943,117.689,22
9,11,2,7,75.063,117.501,20
9,11,2,8,74.469,118.439,19
9,11,2,9,74.312,118.689,19
9,11,2,10,78.762,111.983,19
9,11,2,11,165.712,53.225,22
9,11,2,12,198.998,44.322,25
9,11,2,13,78.944,111.725,22
9,11,2,14,76.335,115.543,19
9,11,2,15,74.036,119.131,18
9,11,2,16,74.17,118.916,17
9,11,2,17,74.154,118.942,12
9,11,2,18,74.51,118.373,9
9,11,2,19,73.855,119.423,9
9,11,2,20,75.011,117.583,8
9,11,2,21,192.271,45.873,4
9,11,2,22,219.845,40.119,26
9,11,2,23,79.728,110.626,24
9,11,2,24,75.685,116.536,23
9,11,2,25,99.412,88.722,23
9,11,2,26,200.014,44.097,23
9,11,2,27,196.956,44.782,24
9,11,2,28,78.858,111.847,23
9,11,2,29,75.402,116.973,23
9,11,2,30,94.173,93.657,36
9,11,2,31,99.32,88.804,36
9,11,2,32,72.745,121.245,36
9,11,2,33,72.633,121.432,36
9,11,2,34,74.007,119.178,36
9,11,2,35,73.802,119.509,36
9,11,2,36,74.261,118.77,36
9,11,2,37,75.39,116.992,35
9,11,2,38,75.839,116.299,33
9,11,2,39,75.084,117.468,33
9,11,2,40,87.453,100.854,33
9,11,2,41,110.797,79.605,33
9,11,2,42,181.712,48.538,24
9,11,2,43,197.637,44.627,19
9,11,2,44,78.578,112.245,20
9,11,2,45,75.584,116.691,18
9,11,2,46,75.717,116.486,16
9,11,2,47,75.288,117.15,15
9,11,2,48,74.983,117.627,14
9,11,2,49,74.726,118.031,13
9,11,2,50,75.041,117.536,11
9,11,2,51,74.015,119.165,11
9,11,2,52,74.302,118.705,10
9,11,2,53,74.614,118.208,10
9,11,2,54,74.539,118.327,10
9,11,2,55,74.636,118.174,7
9,11,2,56,74.694,118.082,6
9,11,2,57,74.72,118.041,2
9,11,2,58,74.713,118.052,2
9,11,2,59,74.992,117.613,2
9,11,2,60,85.442,103.228,3
9,11,2,61,99.479,88.662,12
9,11,2,62,73.36,120.229,12
9,11,2,63,73.988,119.209,10
9,11,2,64,74.878,117.792,7
9,11,2,65,74.357,118.617,5
9,11,2,66,73.697,119.679,5
9,11,2,67,74.154,118.942,4
9,11,2,68,74.115,119.004,4
9,11,2,69,74.975,117.639,4
9,11,2,70,74.05,119.109,4
9,11,2,71,74.3,118.708,3
9,11,2,72,74.105,119.02,3
9,11,2,73,74.01,119.173,3
9,11,2,74,73.949,119.271,3
9,11,2,75,74.226,118.826,3
9,11,2,76,74.365,118.604,3
9,11,2,77,74.164,118.926,3
9,11,2,78,74.733,118.02,3
9,11,2,79,74.212,118.849,3
9,11,2,80,74.872,117.801,3
9,11,2,81,74.998,117.603,3
9,11,2,82,75.018,117.572,2
9,11,2,83,74.651,118.15,2
9,11,2,84,75.248,117.212,2
9,11,2,85,74.842,117.848,2
9,11,2,86,75.07,117.49,2
9,11,2,87,74.99,117.616,2
9,11,2,88,75.545,116.752,2
9,11,2,89,75.699,116.514,2
9,11,2,90,76.214,115.727,2
19,9,3,1,76.96,114.605,6
19,9,3,2,74.628,118.186,5
19,9,3,3,73.45,120.082,5
19,9,3,4,73.291,120.342,5
19,9,3,5,73.421,120.129,5
19,9,3,6,74.027,119.146,5
19,9,3,7,73.848,119.435,4
19,9,3,8,73.545,119.927,4
19,9,3,9,73.938,119.289,4
19,9,3,10,74.671,118.118,3
19,9,3,11,174.033,50.68,3
19,9,3,12,207.491,42.508,3
19,9,3,13,75.405,116.968,3
19,9,3,14,73.652,119.752,3
19,9,3,15,73.758,119.58,3
19,9,3,16,73.727,119.631,3
19,9,3,17,74.312,118.689,3
19,9,3,18,102.434,86.104,23
19,9,3,19,84.116,104.855,24
19,9,3,20,82.277,107.199,24
19,9,3,21,161.144,54.734,11
19,9,3,22,212.283,41.548,2
19,9,3,23,74.671,118.118,1
19,9,3,24,73.745,119.601,1
19,9,3,25,85.777,102.825,1
19,9,3,26,207.099,42.588,1
19,9,3,27,210.487,41.903,1
19,9,3,28,73.984,119.215,1
19,9,3,29,73.248,120.413,1
19,9,3,30,73.498,120.003,1
19,9,3,31,73.493,120.011,1
19,9,3,32,73.694,119.684,1
19,9,3,33,74.294,118.718,1
19,9,3,34,73.663,119.734,1
19,9,3,35,73.815,119.488,1
19,9,3,36,74.191,118.882,1
19,9,3,37,74.277,118.745,1
19,9,3,38,74.473,118.432,1
19,9,3,39,75.307,117.121,1
19,9,3,40,76.303,115.592,1
19,9,3,41,145.14,60.769,1
19,9,3,42,199.054,44.31,1
19,9,3,43,211.11,41.779,1
19,9,3,44,74.872,117.801,1
19,9,3,45,73.536,119.941,1
19,9,3,46,73.734,119.619,1
19,9,3,47,74.491,118.404,1
19,9,3,48,74.419,118.518,1
19,9,3,49,73.801,119.511,1
19,9,3,50,74.166,118.922,1
19,9,3,51,74.421,118.515,1
19,9,3,52,74.371,118.595,1
19,9,3,53,75.011,117.583,1
19,9,3,54,75.262,117.191,1
19,9,3,55,75.141,117.379,1
19,9,3,56,75.102,117.44,1
19,9,3,57,104.55,84.362,16
19,9,3,58,83.002,106.262,15
19,9,3,59,73.948,119.273,11
19,9,3,60,73.961,119.252,9
19,9,3,61,73.697,119.679,7
19,9,3,62,74.072,119.073,7
19,9,3,63,74.724,118.034,3
19,9,3,64,74.151,118.946,3
19,9,3,65,74.18,118.9,2
19,9,3,66,74.733,118.02,2
19,9,3,67,74.516,118.364,2
19,9,3,68,74.46,118.453,2
19,9,3,69,74.612,118.212,2
19,9,3,70,74.746,118,2
19,9,3,71,74.78,117.946,2
19,9,3,72,74.619,118.2,2
19,9,3,73,75.157,117.354,2
19,9,3,74,75.021,117.567,2
19,9,3,75,74.911,117.74,2
19,9,3,76,74.941,117.693,2
19,9,3,77,75.617,116.64,2
19,9,3,78,75.005,117.592,2
19,9,3,79,75.043,117.533,2
19,9,3,80,75.264,117.187,2
19,9,3,81,75.196,117.293,2
19,9,3,82,76.142,115.836,3
19,9,3,83,75.578,116.701,3
19,9,3,84,75.48,116.852,3
19,9,3,85,75.402,116.973,3
19,9,3,86,75.354,117.048,3
19,9,3,87,75.27,117.178,3
19,9,3,88,75.341,117.068,3
19,9,3,89,76.213,115.728,3
19,9,3,90,76.668,115.041,3
18,20,4,1,78.889,111.803,18
18,20,4,2,75.346,117.06,16
18,20,4,3,74.72,118.041,15
18,20,4,4,74.405,118.54,14
18,20,4,5,74.102,119.025,14
18,20,4,6,74.264,118.765,12
18,20,4,7,74.193,118.879,12
18,20,4,8,74.737,118.014,12
18,20,4,9,74.659,118.137,11
18,20,4,10,77.273,114.141,11
18,20,4,11,166.202,53.068,11
18,20,4,12,203.648,43.31,10
18,20,4,13,77.167,114.298,8
18,20,4,14,74.372,118.593,8
18,20,4,15,74.139,118.966,8
18,20,4,16,74.193,118.879,8
18,20,4,17,74.733,118.02,7
18,20,4,18,75.191,117.301,6
18,20,4,19,74.339,118.646,6
18,20,4,20,76.195,115.756,6
18,20,4,21,193.568,45.565,2
18,20,4,22,220.37,40.024,20
18,20,4,23,79.357,111.143,19
18,20,4,24,75.864,116.261,19
18,20,4,25,94.751,93.086,18
18,20,4,26,202.019,43.659,18
18,20,4,27,199.753,44.155,18
18,20,4,28,77.688,113.531,16
18,20,4,29,74.875,117.796,15
18,20,4,30,74.933,117.705,15
18,20,4,31,75.213,117.267,14
18,20,4,32,75.165,117.342,13
18,20,4,33,74.268,118.759,13
18,20,4,34,74.454,118.462,12
18,20,4,35,75.107,117.432,11
18,20,4,36,74.604,118.224,10
18,20,4,37,74.55,118.31,10
18,20,4,38,74.409,118.534,10
18,20,4,39,74.974,117.641,10
18,20,4,40,74.644,118.161,10
18,20,4,41,141.265,62.436,10
18,20,4,42,195.698,45.069,9
18,20,4,43,206.789,42.652,9
18,20,4,44,76.647,115.073,7
18,20,4,45,74.223,118.831,7
18,20,4,46,74.363,118.607,7
18,20,4,47,74.17,118.916,7
18,20,4,48,74.715,118.049,7
18,20,4,49,74.648,118.155,7
18,20,4,50,74.437,118.489,7
18,20,4,51,75.042,117.534,7
18,20,4,52,74.925,117.718,7
18,20,4,53,75.226,117.247,7
18,20,4,54,74.975,117.639,7
18,20,4,55,75.858,116.27,3
18,20,4,56,75.071,117.489,3
18,20,4,57,85.263,103.445,4
18,20,4,58,101.058,87.277,18
18,20,4,59,74.311,118.69,15
18,20,4,60,74.41,118.532,11
18,20,4,61,74.248,118.791,9
18,20,4,62,73.83,119.464,9
18,20,4,63,74.683,118.099,6
18,20,4,64,74.396,118.555,5
18,20,4,65,74.263,118.767,4
18,20,4,66,74.727,118.03,4
18,20,4,67,74.876,117.795,3
18,20,4,68,74.547,118.315,3
18,20,4,69,74.989,117.617,3
18,20,4,70,74.473,118.432,3
18,20,4,71,75.492,116.834,4
18,20,4,72,75.092,117.456,4
18,20,4,73,74.905,117.749,4
18,20,4,74,75.492,116.834,4
18,20,4,75,74.845,117.844,4
18,20,4,76,75.002,117.597,4
18,20,4,77,74.764,117.971,4
18,20,4,78,75.113,117.423,4
18,20,4,79,74.843,117.847,4
18,20,4,80,75.091,117.457,4
18,20,4,81,75.429,116.931,4
18,20,4,82,75.09,117.459,4
18,20,4,83,75.04,117.537,4
18,20,4,84,75.532,116.772,4
18,20,4,85,75.332,117.082,4
18,20,4,86,75.173,117.329,4
18,20,4,87,75.292,117.144,4
18,20,4,88,75.21,117.272,4
18,20,4,89,75.377,117.012,4
18,20,4,90,75.437,116.919,4
11,6,5,1,76.74,114.934,5
11,6,5,2,74.328,118.663,4
11,6,5,3,73.235,120.434,4
11,6,5,4,73.779,119.546,4
11,6,5,5,73.429,120.116,4
11,6,5,6,74.452,118.466,4
11,6,5,7,74.318,118.679,5
11,6,5,8,74.101,119.027,5
11,6,5,9,73.861,119.413,5
11,6,5,10,74.567,118.283,4
11,6,5,11,173.921,50.713,4
11,6,5,12,206.956,42.618,4
11,6,5,13,75.81,116.343,4
11,6,5,14,73.726,119.632,4
11,6,5,15,73.867,119.404,4
11,6,5,16,74.334,118.654,4
11,6,5,17,74.033,119.136,4
11,6,5,18,74.241,118.802,3
11,6,5,19,74.271,118.754,3
11,6,5,20,74.996,117.606,3
11,6,5,21,215.844,40.863,30
11,6,5,22,203.6,43.32,18
11,6,5,23,79.27,111.265,18
11,6,5,24,75.448,116.902,17
11,6,5,25,94.355,93.477,16
11,6,5,26,201.387,43.796,16
11,6,5,27,201.28,43.82,16
11,6,5,28,77.706,113.505,15
11,6,5,29,74.616,118.205,14
11,6,5,30,75.122,117.409,14
11,6,5,31,74.827,117.872,13
11,6,5,32,74.439,118.486,11
11,6,5,33,74.516,118.364,10
11,6,5,34,75.011,117.583,9
11,6,5,35,74.075,119.069,9
11,6,5,36,74.008,119.176,9
11,6,5,37,74.147,118.953,9
11,6,5,38,74.5,118.389,9
11,6,5,39,75.333,117.08,8
11,6,5,40,74.58,118.262,8
11,6,5,41,141.824,62.19,8
11,6,5,42,215.291,40.968,30
11,6,5,43,190.079,46.402,21
11,6,5,44,78.29,112.658,18
11,6,5,45,75.071,117.489,16
11,6,5,46,75.855,116.274,15
11,6,5,47,74.637,118.172,13
11,6,5,48,75.12,117.412,11
11,6,5,49,73.757,119.582,10
11,6,5,50,74.719,118.042,10
11,6,5,51,74.212,118.849,9
11,6,5,52,74.324,118.67,9
11,6,5,53,74.214,118.846,9
11,6,5,54,74.227,118.825,9
11,6,5,55,74.844,117.845,6
11,6,5,56,75.848,116.285,5
11,6,5,57,74.771,117.96,1
11,6,5,58,75.277,117.167,1
11,6,5,59,75.526,116.781,1
11,6,5,60,75.121,117.411,1
11,6,5,61,74.946,117.685,1
11,6,5,62,74.891,117.771,1
11,6,5,63,104.646,84.284,5
11,6,5,64,83.305,105.876,12
11,6,5,65,74.741,118.008,11
11,6,5,66,74.364,118.606,9
11,6,5,67,74.129,118.982,7
11,6,5,68,74.003,119.184,7
11,6,5,69,74.646,118.158,7
11,6,5,70,74.419,118.518,7
11,6,5,71,74.461,118.451,6
11,6,5,72,74.524,118.351,6
11,6,5,73,74.43,118.501,6
11,6,5,74,74.451,118.467,6
11,6,5,75,74.586,118.253,6
11,6,5,76,74.6,118.231,6
11,6,5,77,74.723,118.036,6
11,6,5,78,74.984,117.625,6
11,6,5,79,74.913,117.737,6
11,6,5,80,74.957,117.667,6
11,6,5,81,74.724,118.034,6
11,6,5,82,74.985,117.624,6
11,6,5,83,75.002,117.597,6
11,6,5,84,74.971,117.645,6
11,6,5,85,75.166,117.34,6
11,6,5,86,75.233,117.236,6
11,6,5,87,75.132,117.393,6
11,6,5,88,74.932,117.707,6
11,6,5,89,75.437,116.919,6
11,6,5,90,75.015,117.576,5
24,15,6,1,77.777,113.401,10
24,15,6,2,75.067,117.495,9
24,15,6,3,74.774,117.955,8
24,15,6,4,74.26,118.772,8
24,15,6,5,74.304,118.702,8
24,15,6,6,74.443,118.48,8
24,15,6,7,74.486,118.412,8
24,15,6,8,74.625,118.191,8
24,15,6,9,75.062,117.503,8
24,15,6,10,75.859,116.268,8
24,15,6,11,166.792,52.88,8
24,15,6,12,205.675,42.883,7
24,15,6,13,77.257,114.164,7
24,15,6,14,74.165,118.924,7
24,15,6,15,74.093,119.04,7
24,15,6,16,74.283,118.735,7
24,15,6,17,75.062,117.503,6
24,15,6,18,75.015,117.576,5
24,15,6,19,74.082,119.057,5
24,15,6,20,75.3,117.131,5
24,15,6,21,213.752,41.263,32
24,15,6,22,201.764,43.714,23
24,15,6,23,79.849,110.458,22
24,15,6,24,75.714,116.491,22
24,15,6,25,95.996,91.879,20
24,15,6,26,201.363,43.801,20
24,15,6,27,198.768,44.373,20
24,15,6,28,77.895,113.229,17
24,15,6,29,75.591,116.681,18
24,15,6,30,74.376,118.587,16
24,15,6,31,75.834,116.307,16
24,15,6,32,75.417,116.95,15
24,15,6,33,74.738,118.012,14
24,15,6,34,73.98,119.221,14
24,15,6,35,74.649,118.153,13
24,15,6,36,74.869,117.806,12
24,15,6,37,74.456,118.459,12
24,15,6,38,75.319,117.102,12
24,15,6,39,74.769,117.963,11
24,15,6,40,75.602,116.664,11
24,15,6,41,139.209,63.358,11
24,15,6,42,196.054,44.988,10
24,15,6,43,205.837,42.849,10
24,15,6,44,77.039,114.487,9
24,15,6,45,74.654,118.145,8
24,15,6,46,75.18,117.318,8
24,15,6,47,74.148,118.951,8
24,15,6,48,74.012,119.17,8
24,15,6,49,73.963,119.249,8
24,15,6,50,74.804,117.908,8
24,15,6,51,74.901,117.755,8
24,15,6,52,74.837,117.856,8
24,15,6,53,75.099,117.445,8
24,15,6,54,75.494,116.83,8
24,15,6,55,75.439,116.916,4
24,15,6,56,75.542,116.756,4
24,15,6,57,103.095,85.552,21
24,15,6,58,83.204,106.005,19
24,15,6,59,74.853,117.831,16
24,15,6,60,74.031,119.139,13
24,15,6,61,74.701,118.071,11
24,15,6,62,73.794,119.522,11
24,15,6,63,75.243,117.22,9
24,15,6,64,74.858,117.823,6
24,15,6,65,74.904,117.751,6
24,15,6,66,74.562,118.291,6
24,15,6,67,74.964,117.656,5
24,15,6,68,74.4,118.548,5
24,15,6,69,74.88,117.788,5
24,15,6,70,74.554,118.304,5
24,15,6,71,74.676,118.11,5
24,15,6,72,74.516,118.364,5
24,15,6,73,74.664,118.129,5
24,15,6,74,74.96,117.663,5
24,15,6,75,74.589,118.248,5
24,15,6,76,75.066,117.497,5
24,15,6,77,75.149,117.367,5
24,15,6,78,75.298,117.135,5
24,15,6,79,75.431,116.928,5
24,15,6,80,74.974,117.641,5
24,15,6,81,75.047,117.526,5
24,15,6,82,75.176,117.325,5
24,15,6,83,74.942,117.691,5
24,15,6,84,75.254,117.203,5
24,15,6,85,75.303,117.127,5
24,15,6,86,75.131,117.395,5
24,15,6,87,75.077,117.479,5
24,15,6,88,75.19,117.303,5
24,15,6,89,75.601,116.665,5
24,15,6,90,77.542,113.745,6
20,7,7,1,80.762,109.21,29
20,7,7,2,76.398,115.448,28
20,7,7,3,75.965,116.106,28
20,7,7,4,74.492,118.402,26
20,7,7,5,74.309,118.694,26
20,7,7,6,74.911,117.74,25
20,7,7,7,75.103,117.439,25
20,7,7,8,75.201,117.286,23
20,7,7,9,74.531,118.34,22
20,7,7,10,78.852,111.855,22
20,7,7,11,161.842,54.498,20
20,7,7,12,199.576,44.194,18
20,7,7,13,78.936,111.736,17
20,7,7,14,75.919,116.176,17
20,7,7,15,74.592,118.243,17
20,7,7,16,75.137,117.386,18
20,7,7,17,86.374,102.114,25
20,7,7,18,101.628,86.787,29
20,7,7,19,74.543,118.321,29
20,7,7,20,87.464,100.841,29
20,7,7,21,148.527,59.383,20
20,7,7,22,209.105,42.18,8
20,7,7,23,76.716,114.969,5
20,7,7,24,73.707,119.663,5
20,7,7,25,86.451,102.023,5
20,7,7,26,205.284,42.965,5
20,7,7,27,209.598,42.081,5
20,7,7,28,75.339,117.071,4
20,7,7,29,73.02,120.789,3
20,7,7,30,74.125,118.988,2
20,7,7,31,73.688,119.694,2
20,7,7,32,73.758,119.58,2
20,7,7,33,73.752,119.59,2
20,7,7,34,73.755,119.585,2
20,7,7,35,73.771,119.559,2
20,7,7,36,73.841,119.446,2
20,7,7,37,74.46,118.453,2
20,7,7,38,75.56,116.728,2
20,7,7,39,75.532,116.772,2
20,7,7,40,76.741,114.932,2
20,7,7,41,142.203,62.024,2
20,7,7,42,198.787,44.369,2
20,7,7,43,210.853,41.83,3
20,7,7,44,74.819,117.884,2
20,7,7,45,73.72,119.642,2
20,7,7,46,73.568,119.889,2
20,7,7,47,74.414,118.526,2
20,7,7,48,74.471,118.435,2
20,7,7,49,73.986,119.212,2
20,7,7,50,74.17,118.916,2
20,7,7,51,74.315,118.684,2
20,7,7,52,74.617,118.204,2
20,7,7,53,74.702,118.069,2
20,7,7,54,75.254,117.203,2
20,7,7,55,91.287,96.618,10
20,7,7,56,75.261,117.192,8
20,7,7,57,87.049,101.322,15
20,7,7,58,99.94,88.253,26
20,7,7,59,74.172,118.913,21
20,7,7,60,74.061,119.091,17
20,7,7,61,74.068,119.08,16
20,7,7,62,73.84,119.447,15
20,7,7,63,74.223,118.831,14
20,7,7,64,74.365,118.604,13
20,7,7,65,75.257,117.198,12
20,7,7,66,74.791,117.929,12
20,7,7,67,74.773,117.957,10
20,7,7,68,74.601,118.229,9
20,7,7,69,74.602,118.227,8
20,7,7,70,74.863,117.815,8
20,7,7,71,74.754,117.987,8
20,7,7,72,74.488,118.408,8
20,7,7,73,74.557,118.299,8
20,7,7,74,75.296,117.138,7
20,7,7,75,75.225,117.248,7
20,7,7,76,74.938,117.697,7
20,7,7,77,75.008,117.587,7
20,7,7,78,75.078,117.478,7
20,7,7,79,75.257,117.198,7
20,7,7,80,75.764,116.414,7
20,7,7,81,75.099,117.445,7
20,7,7,82,75.103,117.439,7
20,7,7,83,74.867,117.809,7
20,7,7,84,75.183,117.314,7
20,7,7,85,75.689,116.529,7
20,7,7,86,75.97,116.098,7
20,7,7,87,75.661,116.573,7
20,7,7,88,75.994,116.062,7
20,7,7,89,75.5,116.821,7
20,7,7,90,76.738,114.937,7
4,5,8,1,77.75,113.441,7
4,5,8,2,75.649,116.591,7
4,5,8,3,75.428,116.933,9
4,5,8,4,74.356,118.619,9
4,5,8,5,74.175,118.908,9
4,5,8,6,74.669,118.121,9
4,5,8,7,74.444,118.478,9
4,5,8,8,74.502,118.386,9
4,5,8,9,74.871,117.803,9
4,5,8,10,76.818,114.817,9
4,5,8,11,166.079,53.107,9
4,5,8,12,205.328,42.956,8
4,5,8,13,77.778,113.4,9
4,5,8,14,74.473,118.432,9
4,5,8,15,74.244,118.797,9
4,5,8,16,74.524,118.351,9
4,5,8,17,102.621,85.947,33
4,5,8,18,83.55,105.566,26
4,5,8,19,74.273,118.751,26
4,5,8,20,87.284,101.049,26
4,5,8,21,152.892,57.688,15
4,5,8,22,211.161,41.769,4
4,5,8,23,76.109,115.886,4
4,5,8,24,74.254,118.781,4
4,5,8,25,86.33,102.166,4
4,5,8,26,205.804,42.856,4
4,5,8,27,209.4,42.12,2
4,5,8,28,74.658,118.139,2
4,5,8,29,73.738,119.613,2
4,5,8,30,74.825,117.875,3
4,5,8,31,73.939,119.288,3
4,5,8,32,74.176,118.906,3
4,5,8,33,74.276,118.746,3
4,5,8,34,74.204,118.862,3
4,5,8,35,74.068,119.08,3
4,5,8,36,74.532,118.338,3
4,5,8,37,74.826,117.873,3
4,5,8,38,75.536,116.766,3
4,5,8,39,75.027,117.558,3
4,5,8,40,76.103,115.896,3
4,5,8,41,141.007,62.55,3
4,5,8,42,198.204,44.5,3
4,5,8,43,210.351,41.93,2
4,5,8,44,76.139,115.841,4
4,5,8,45,74.702,118.069,5
4,5,8,46,74.33,118.66,5
4,5,8,47,74.047,119.114,5
4,5,8,48,74.533,118.337,5
4,5,8,49,74.224,118.829,5
4,5,8,50,74.513,118.369,5
4,5,8,51,74.934,117.704,5
4,5,8,52,75.373,117.018,5
4,5,8,53,75.3,117.131,5
4,5,8,54,74.791,117.929,4
4,5,8,55,103.61,85.127,31
4,5,8,56,83.916,105.105,32
4,5,8,57,75.198,117.29,23
4,5,8,58,74.866,117.81,17
4,5,8,59,74.886,117.779,14
4,5,8,60,75.173,117.329,12
4,5,8,61,74.437,118.489,10
4,5,8,62,74.331,118.658,10
4,5,8,63,75.079,117.476,8
4,5,8,64,76.705,114.986,8
4,5,8,65,74.769,117.963,7
4,5,8,66,74.9,117.757,7
4,5,8,67,75.308,117.119,6
4,5,8,68,75.411,116.959,6
4,5,8,69,75.108,117.431,6
4,5,8,70,75.108,117.431,6
4,5,8,71,75.492,116.834,7
4,5,8,72,75.742,116.448,7
4,5,8,73,75.579,116.699,7
4,5,8,74,76.51,115.279,8
4,5,8,75,75.698,116.516,8
4,5,8,76,75.356,117.044,8
4,5,8,77,75.786,116.38,8
4,5,8,78,75.639,116.607,8
4,5,8,79,75.546,116.75,8
4,5,8,80,75.635,116.613,8
4,5,8,81,75.633,116.616,8
4,5,8,82,75.824,116.322,8
4,5,8,83,75.322,117.097,8
4,5,8,84,75.881,116.235,8
4,5,8,85,75.383,117.003,8
4,5,8,86,75.775,116.397,8
4,5,8,87,75.716,116.488,8
4,5,8,88,77.932,113.176,9
4,5,8,89,77.499,113.808,9
4,5,8,90,77.17,114.293,8
14,27,9,1,80.313,109.82,24
14,27,9,2,76.098,115.903,24
14,27,9,3,75.519,116.792,24
14,27,9,4,75.714,116.491,25
14,27,9,5,74.785,117.938,25
14,27,9,6,75.569,116.715,26
14,27,9,7,75.217,117.261,26
14,27,9,8,75.515,116.798,26
14,27,9,9,75.743,116.446,26
14,27,9,10,80.867,109.068,26
14,27,9,11,184.596,47.78,34
14,27,9,12,173.887,50.723,28
14,27,9,13,79.854,110.452,23
14,27,9,14,75.713,116.493,23
14,27,9,15,74.594,118.24,21
14,27,9,16,75.364,117.032,21
14,27,9,17,92.577,95.272,32
14,27,9,18,84.983,103.785,25
14,27,9,19,75.533,116.77,25
14,27,9,20,87.201,101.146,25
14,27,9,21,153.255,57.551,13
14,27,9,22,211.526,41.697,3
14,27,9,23,75.569,116.715,2
14,27,9,24,73.969,119.239,2
14,27,9,25,86.202,102.318,2
14,27,9,26,205.824,42.852,2
14,27,9,27,210.446,41.911,3
14,27,9,28,75.539,116.761,3
14,27,9,29,74.439,118.486,4
14,27,9,30,74.188,118.887,4
14,27,9,31,74.054,119.102,4
14,27,9,32,74.182,118.897,4
14,27,9,33,74.354,118.622,4
14,27,9,34,74.313,118.687,4
14,27,9,35,74.402,118.545,4
14,27,9,36,75.027,117.558,4
14,27,9,37,74.702,118.069,4
14,27,9,38,75.025,117.561,4
14,27,9,39,75.084,117.468,4
14,27,9,40,76.274,115.636,5
14,27,9,41,140.861,62.615,5
14,27,9,42,197.819,44.586,5
14,27,9,43,209.521,42.096,5
14,27,9,44,76.345,115.528,6
14,27,9,45,74.614,118.208,6
14,27,9,46,74.221,118.834,6
14,27,9,47,74.42,118.517,6
14,27,9,48,74.659,118.137,6
14,27,9,49,74.489,118.407,6
14,27,9,50,74.597,118.235,6
14,27,9,51,74.926,117.716,6
14,27,9,52,74.791,117.929,6
14,27,9,53,75.194,117.297,6
14,27,9,54,75.108,117.431,6
14,27,9,55,76.778,114.877,5
14,27,9,56,106.114,83.118,27
